Sex,Agemos,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2
1,0,44.59911971,45.96216912,47.31450813,48.65660297,49.98888408,51.31174999,52.62557062,53.93069019,55.22742973
1,0.5,47.68638154,48.91585031,50.16061127,51.42065577,52.6959753,53.98656145,55.29240592,56.6135005,57.94983713
1,1,49.81099194,50.98307793,52.18191186,53.40808515,54.66220193,55.94487921,57.25674721,58.59844961,59.97064383
1,1.5,51.93497211,53.05381563,54.20800727,55.39902609,56.62842855,57.8978533,59.20902644,60.56376717,61.96399379
1,2,53.47060942,54.57117128,55.71131483,56.89309111,58.11869099,59.39045699,60.71089647,62.08269602,63.50873752
1,2.5,55.00893255,56.09137946,57.21706896,58.3886407,59.60895343,60.88110822,62.20847469,63.59472067,65.04384598
1,3,56.24246762,57.32165276,58.44610385,59.61879669,60.84297685,62.12219115,63.4603237,64.86163723,66.33082077
1,3.5,57.47816158,58.55376347,59.67650956,60.84971025,62.07700027,63.36237993,64.71026294,66.12553191,67.61360323
1,4,58.52415437,59.60399492,60.73202683,61.91172892,63.14693219,64.44186627,65.80121359,67.23017253,68.73453178
1,4.5,59.57157519,60.65535681,61.78833842,62.97416548,64.2168641,65.52089298,66.89120423,68.33331485,69.85339127
1,5,60.48824358,61.58060012,62.72266093,63.91812731,65.1710895,66.48608015,67.86813702,69.32287671,70.85658198
1,5.5,61.40576856,62.50650597,63.65743931,64.86232457,66.1253149,67.45101555,68.84454844,70.31162815,71.85865203
1,6,62.22707288,63.3391431,64.50155716,65.71804991,66.9927474,68.33022056,69.735548,71.21438996,72.77307576
1,6.5,63.04882004,64.17212942,65.34591978,66.57390391,67.8601799,69.20928344,70.62624891,72.11668135,73.68684123
1,7,63.79644688,64.93296591,66.11984952,67.36073567,68.65963224,70.02096618,71.44964075,72.95110257,74.53142048
1,7.5,64.54422002,65.69393752,66.89388672,68.14763,69.45908458,70.83256862,72.27285474,73.7852325,75.37558155
1,8,65.23293749,66.39720834,67.61138045,68.87890372,70.20356185,71.58951442,73.04134544,74.56411979,76.16344898
1,8.5,65.9215876,67.10046533,68.32888967,69.6101975,70.94803912,72.34641647,73.80972707,75.34281488,76.95102916
1,9,66.56194772,67.7563798,68.99984373,70.29553784,71.64695012,73.05789209,74.53253769,76.0754679,77.69172214
1,9.5,67.20208535,68.4121754,69.67075047,70.98087023,72.34586111,73.76934629,75.25527985,76.80798571,78.4322024
1,10,67.80191575,69.02832951,70.30254806,71.62747534,73.00625761,74.44230941,75.93934296,77.50140147,79.13289713
1,10.5,68.40141034,69.64429004,70.93425496,72.27405375,73.6666541,75.1152651,76.62336228,78.19471598,79.83342335
1,11,68.96669193,70.22650341,71.5325668,72.88746481,74.29397564,75.7550918,77.27404112,78.85431035,80.49967158
1,11.5,69.53155458,70.80846984,72.13075785,73.50083656,74.92129717,76.39491992,77.92469148,79.51382439,81.1657787
1,12,70.06697312,71.36131046,72.70004311,74.08541865,75.51983627,77.00585971,78.54623143,80.14388831,81.80197895
1,12.5,70.60191183,71.91386617,73.26918684,74.669953,76.11837536,77.61680656,79.16775259,80.77388527,82.43805593
1,13,71.11121281,72.44099202,73.81302262,75.22921378,76.69158723,78.20228549,79.76358078,81.37788479,83.0477593
1,13.5,71.61998963,72.96780626,74.35670277,75.78842129,77.26479911,78.78777506,80.35939638,81.98182622,83.65735168
1,14,72.10621948,73.47219695,74.87800703,76.32522645,77.8155111,79.35060093,80.93232507,82.56260743,84.24347265
1,14.5,72.59189331,73.97625766,75.39914641,76.86197485,78.36622309,79.91343964,81.50524521,83.14333672,84.82949165
1,15,73.05756692,74.46037599,75.90033407,77.37869929,78.89678179,80.45594634,82.05761493,83.70326971,85.39445595
1,15.5,73.52266215,74.9441522,76.40135112,77.89536494,79.4273405,80.99846718,82.60997876,84.26315532,85.9593253
1,16,73.9698825,75.4100597,76.88444587,78.39400138,79.93971771,81.52261864,83.14376143,84.80423808,86.50517661
1,16.5,74.41650939,75.87561764,77.3673669,78.89257806,80.45209492,82.04678495,83.67753997,85.34527695,87.05093874
1,17,74.84705489,76.32505923,77.83408333,79.37481682,80.94796548,82.5542517,84.19441488,85.86921182,87.57941721
1,17.5,75.27699751,76.77414741,78.30062487,79.85699559,81.44383603,83.0617336,84.71128683,86.39310563,88.10781148
